User_ID,Session_ID,User_Type,Event,Timestamp,Device,Region,Channel,Product_Category,Revenue,Bounce_Flag
USR00019,USR00019_SES0_a0310,New,Add to Cart,2026-03-20 13:25:28,Mobile,West,Organic,Home,0.0,No
USR00019,USR00019_SES1_b77c1,New,Browse,2026-03-22 06:22:28,Tablet,West,Google Ads,Fashion,0.0,No
USR00019,USR00019_SES1_b77c1,New,Add to Cart,2026-03-22 06:27:28,Tablet,West,Google Ads,Fashion,0.0,No
USR00020,USR00020_SES0_6d289,New,Browse,2026-03-28 07:45:06,Mobile,South,Organic,Electronics,0.0,Yes
USR00021,USR00021_SES0_be99a,New,Browse,2026-04-01 01:36:49,Mobile,North,Email,Home,0.0,No
USR00021,USR00021_SES0_be99a,New,Add to Cart,2026-04-01 01:39:49,Mobile,North,Email,Home,0.0,No
USR00021,USR00021_SES0_be99a,New,Checkout,2026-04-01 01:44:49,Mobile,North,Email,Home,0.0,No
USR00021,USR00021_SES0_be99a,New,Purchase,2026-04-01 01:47:49,Mobile,North,Email,Home,1790.28,No
USR00022,USR00022_SES0_82a1c,New,Browse,2026-04-06 12:19:55,Tablet,South,Social Media,Electronics,0.0,No
USR00022,USR00022_SES0_82a1c,New,Add to Cart,2026-04-06 12:21:55,Tablet,South,Social Media,Electronics,0.0,No
USR00022,USR00022_SES0_82a1c,New,Checkout,2026-04-06 12:24:55,Tablet,South,Social Media,Electronics,0.0,No
USR00022,USR00022_SES1_b9166,New,Browse,2026-04-07 22:19:55,Desktop,South,Google Ads,Sports,0.0,Yes
USR00022,USR00022_SES2_10d6d,New,Browse,2026-04-09 08:19:55,Mobile,South,Organic,Home,0.0,No
USR00022,USR00022_SES2_10d6d,New,Add to Cart,2026-04-09 08:25:55,Mobile,South,Organic,Home,0.0,No
USR00022,USR00022_SES2_10d6d,New,Checkout,2026-04-09 08:30:55,Mobile,South,Organic,Home,0.0,No
USR00023,USR00023_SES0_89cd0,New,Browse,2026-03-17 09:33:46,Mobile,South,Google Ads,Fashion,0.0,No
USR00023,USR00023_SES0_89cd0,New,Add to Cart,2026-03-17 09:35:46,Mobile,South,Google Ads,Fashion,0.0,No
USR00024,USR00024_SES0_fa499,Returning,Browse,2026-04-02 14:55:04,Mobile,South,Google Ads,Sports,0.0,No
USR00024,USR00024_SES0_fa499,Returning,Add to Cart,2026-04-02 15:01:04,Mobile,South,Google Ads,Sports,0.0,No
USR00024,USR00024_SES0_fa499,Returning,Checkout,2026-04-02 15:04:04,Mobile,South,Google Ads,Sports,0.0,No
USR00025,USR00025_SES0_3c9e5,Returning,Browse,2026-03-18 01:49:09,Tablet,North,Social Media,Fashion,0.0,Yes
USR00025,USR00025_SES1_6c27b,Returning,Browse,2026-03-18 23:49:09,Mobile,North,Google Ads,Home,0.0,No
USR00025,USR00025_SES1_6c27b,Returning,Add to Cart,2026-03-18 23:53:09,Mobile,North,Google Ads,Home,0.0,No
USR00025,USR00025_SES2_3c38a,Returning,Browse,2026-03-20 04:49:09,Mobile,East,Social Media,Home,0.0,No
USR00025,USR00025_SES2_3c38a,Returning,Add to Cart,2026-03-20 04:53:09,Mobile,East,Social Media,Home,0.0,No
USR00026,USR00026_SES0_f8e99,New,Browse,2026-03-14 00:48:46,Desktop,North,Google Ads,Electronics,0.0,No
USR00026,USR00026_SES0_f8e99,New,Add to Cart,2026-03-14 00:53:46,Desktop,North,Google Ads,Electronics,0.0,No
USR00027,USR00027_SES0_c7459,Returning,Browse,2026-03-26 17:12:48,Tablet,South,Google Ads,Sports,0.0,No
USR00027,USR00027_SES0_c7459,Returning,Add to Cart,2026-03-26 17:18:48,Tablet,South,Google Ads,Sports,0.0,No
USR00027,USR00027_SES0_c7459,Returning,Checkout,2026-03-26 17:21:48,Tablet,South,Google Ads,Sports,0.0,No
USR00027,USR00027_SES0_c7459,Returning,Purchase,2026-03-26 17:26:48,Tablet,South,Google Ads,Sports,932.51,No
USR00027,USR00027_SES1_eafc0,Returning,Browse,2026-03-28 16:12:48,Tablet,West,Google Ads,Home,0.0,Yes
USR00028,USR00028_SES0_6a908,New,Browse,2026-04-05 00:12:52,Mobile,West,Google Ads,Sports,0.0,No
USR00028,USR00028_SES0_6a908,New,Add to Cart,2026-04-05 00:16:52,Mobile,West,Google Ads,Sports,0.0,No
USR00028,USR00028_SES0_6a908,New,Checkout,2026-04-05 00:19:52,Mobile,West,Google Ads,Sports,0.0,No
USR00028,USR00028_SES0_6a908,New,Purchase,2026-04-05 00:22:52,Mobile,West,Google Ads,Sports,875.83,No
USR00028,USR00028_SES1_98f2b,New,Browse,2026-04-05 15:12:52,Tablet,East,Google Ads,Home,0.0,Yes
USR00028,USR00028_SES2_d6017,New,Browse,2026-04-07 14:12:52,Tablet,East,Organic,Electronics,0.0,No
USR00028,USR00028_SES2_d6017,New,Add to Cart,2026-04-07 14:18:52,Tablet,East,Organic,Electronics,0.0,No
USR00029,USR00029_SES0_1e4dc,New,Browse,2026-04-03 17:45:48,Desktop,South,Google Ads,Sports,0.0,No
USR00029,USR00029_SES0_1e4dc,New,Add to Cart,2026-04-03 17:50:48,Desktop,South,Google Ads,Sports,0.0,No
USR00029,USR00029_SES0_1e4dc,New,Checkout,2026-04-03 17:52:48,Desktop,South,Google Ads,Sports,0.0,No
USR00029,USR00029_SES0_1e4dc,New,Purchase,2026-04-03 17:58:48,Desktop,South,Google Ads,Sports,1341.51,No
USR00029,USR00029_SES1_e9322,New,Browse,2026-04-04 07:45:48,Mobile,East,Social Media,Electronics,0.0,No
USR00029,USR00029_SES1_e9322,New,Add to Cart,2026-04-04 07:47:48,Mobile,East,Social Media,Electronics,0.0,No
USR00029,USR00029_SES2_c8664,New,Browse,2026-04-06 06:45:48,Desktop,West,Google Ads,Beauty,0.0,No
USR00029,USR00029_SES2_c8664,New,Add to Cart,2026-04-06 06:51:48,Desktop,West,Google Ads,Beauty,0.0,No
USR00029,USR00029_SES2_c8664,New,Checkout,2026-04-06 06:56:48,Desktop,West,Google Ads,Beauty,0.0,No
USR00030,USR00030_SES0_d2f80,New,Browse,2026-03-23 20:18:15,Desktop,East,Email,Beauty,0.0,No
USR00030,USR00030_SES0_d2f80,New,Add to Cart,2026-03-23 20:23:15,Desktop,East,Email,Beauty,0.0,No
USR00030,USR00030_SES1_09c80,New,Browse,2026-03-24 19:18:15,Desktop,West,Organic,Fashion,0.0,No
USR00030,USR00030_SES1_09c80,New,Add to Cart,2026-03-24 19:23:15,Desktop,West,Organic,Fashion,0.0,No
USR00030,USR00030_SES2_7d5dd,New,Browse,2026-03-25 00:18:15,Tablet,North,Email,Home,0.0,Yes
USR00031,USR00031_SES0_63adb,New,Browse,2026-03-26 16:43:19,Mobile,North,Google Ads,Fashion,0.0,Yes
USR00031,USR00031_SES1_cde92,New,Browse,2026-03-28 02:43:19,Desktop,North,Social Media,Fashion,0.0,Yes
USR00031,USR00031_SES2_b6e8a,New,Browse,2026-03-29 17:43:19,Desktop,East,Social Media,Electronics,0.0,No
USR00031,USR00031_SES2_b6e8a,New,Add to Cart,2026-03-29 17:46:19,Desktop,East,Social Media,Electronics,0.0,No
USR00031,USR00031_SES2_b6e8a,New,Checkout,2026-03-29 17:49:19,Desktop,East,Social Media,Electronics,0.0,No
USR00032,USR00032_SES0_c26a6,Returning,Browse,2026-03-19 23:17:33,Tablet,East,Google Ads,Electronics,0.0,Yes
USR00032,USR00032_SES1_08b0b,Returning,Browse,2026-03-21 07:17:33,Mobile,North,Organic,Beauty,0.0,No
USR00032,USR00032_SES1_08b0b,Returning,Add to Cart,2026-03-21 07:23:33,Mobile,North,Organic,Beauty,0.0,No
USR00033,USR00033_SES0_21ffb,New,Browse,2026-03-25 00:31:10,Mobile,West,Social Media,Fashion,0.0,No
USR00033,USR00033_SES0_21ffb,New,Add to Cart,2026-03-25 00:33:10,Mobile,West,Social Media,Fashion,0.0,No
USR00033,USR00033_SES1_2069a,New,Browse,2026-03-25 22:31:10,Tablet,West,Organic,Sports,0.0,No
USR00033,USR00033_SES1_2069a,New,Add to Cart,2026-03-25 22:34:10,Tablet,West,Organic,Sports,0.0,No
USR00033,USR00033_SES2_84bbe,New,Browse,2026-03-27 12:31:10,Desktop,North,Social Media,Beauty,0.0,No
USR00033,USR00033_SES2_84bbe,New,Add to Cart,2026-03-27 12:37:10,Desktop,North,Social Media,Beauty,0.0,No
USR00033,USR00033_SES2_84bbe,New,Checkout,2026-03-27 12:42:10,Desktop,North,Social Media,Beauty,0.0,No
USR00034,USR00034_SES0_08898,New,Browse,2026-04-07 13:54:12,Mobile,North,Google Ads,Home,0.0,No
USR00034,USR00034_SES0_08898,New,Add to Cart,2026-04-07 13:58:12,Mobile,North,Google Ads,Home,0.0,No
USR00034,USR00034_SES0_08898,New,Checkout,2026-04-07 14:02:12,Mobile,North,Google Ads,Home,0.0,No
USR00035,USR00035_SES0_e3db9,New,Browse,2026-03-17 14:27:47,Tablet,West,Email,Beauty,0.0,Yes
USR00035,USR00035_SES1_c0270,New,Browse,2026-03-19 14:27:47,Tablet,North,Organic,Fashion,0.0,Yes
USR00036,USR00036_SES0_049a5,Returning,Browse,2026-04-07 07:28:59,Tablet,East,Organic,Fashion,0.0,No
USR00036,USR00036_SES0_049a5,Returning,Add to Cart,2026-04-07 07:32:59,Tablet,East,Organic,Fashion,0.0,No
USR00036,USR00036_SES0_049a5,Returning,Checkout,2026-04-07 07:35:59,Tablet,East,Organic,Fashion,0.0,No
USR00037,USR00037_SES0_1d171,New,Browse,2026-03-11 21:50:45,Desktop,West,Organic,Beauty,0.0,No
USR00037,USR00037_SES0_1d171,New,Add to Cart,2026-03-11 21:54:45,Desktop,West,Organic,Beauty,0.0,No
USR00037,USR00037_SES1_c2f68,New,Browse,2026-03-13 15:50:45,Desktop,North,Email,Fashion,0.0,Yes
USR00037,USR00037_SES2_c9b80,New,Browse,2026-03-15 08:50:45,Desktop,East,Google Ads,Beauty,0.0,Yes
USR00038,USR00038_SES0_d398b,New,Browse,2026-03-27 07:16:54,Tablet,West,Social Media,Electronics,0.0,Yes
USR00038,USR00038_SES1_25dd3,New,Browse,2026-03-29 05:16:54,Mobile,West,Social Media,Home,0.0,No
USR00038,USR00038_SES1_25dd3,New,Add to Cart,2026-03-29 05:18:54,Mobile,West,Social Media,Home,0.0,No
USR00039,USR00039_SES0_dfdc1,New,Browse,2026-03-17 05:37:03,Mobile,West,Google Ads,Beauty,0.0,No
USR00039,USR00039_SES0_dfdc1,New,Add to Cart,2026-03-17 05:40:03,Mobile,West,Google Ads,Beauty,0.0,No
USR00039,USR00039_SES1_7cd9d,New,Browse,2026-03-18 22:37:03,Mobile,West,Social Media,Home,0.0,Yes
USR00040,USR00040_SES0_076ca,New,Browse,2026-03-27 01:58:13,Mobile,North,Google Ads,Beauty,0.0,Yes
USR00041,USR00041_SES0_b38f7,New,Browse,2026-03-28 12:04:16,Tablet,West,Email,Fashion,0.0,No
USR00041,USR00041_SES0_b38f7,New,Add to Cart,2026-03-28 12:09:16,Tablet,West,Email,Fashion,0.0,No
USR00041,USR00041_SES0_b38f7,New,Checkout,2026-03-28 12:11:16,Tablet,West,Email,Fashion,0.0,No
USR00041,USR00041_SES1_d1be5,New,Browse,2026-03-30 03:04:16,Desktop,North,Organic,Home,0.0,Yes
USR00041,USR00041_SES2_c44d4,New,Browse,2026-03-31 09:04:16,Tablet,South,Email,Electronics,0.0,Yes
USR00042,USR00042_SES0_4d1ce,New,Browse,2026-03-27 11:40:43,Mobile,East,Organic,Beauty,0.0,Yes
USR00042,USR00042_SES1_b8acd,New,Browse,2026-03-28 18:40:43,Mobile,West,Google Ads,Home,0.0,No
USR00042,USR00042_SES1_b8acd,New,Add to Cart,2026-03-28 18:45:43,Mobile,West,Google Ads,Home,0.0,No
USR00043,USR00043_SES0_85013,New,Browse,2026-03-14 13:18:10,Tablet,West,Social Media,Home,0.0,Yes
USR00043,USR00043_SES1_4a316,New,Browse,2026-03-15 17:18:10,Desktop,South,Organic,Electronics,0.0,Yes
USR00044,USR00044_SES0_068b8,New,Browse,2026-03-12 08:22:25,Tablet,North,Social Media,Beauty,0.0,No
USR00044,USR00044_SES0_068b8,New,Add to Cart,2026-03-12 08:26:25,Tablet,North,Social Media,Beauty,0.0,No
USR00044,USR00044_SES1_d6e84,New,Browse,2026-03-14 06:22:25,Mobile,West,Social Media,Electronics,0.0,No
USR00044,USR00044_SES1_d6e84,New,Add to Cart,2026-03-14 06:28:25,Mobile,West,Social Media,Electronics,0.0,No
USR00044,USR00044_SES2_95046,New,Browse,2026-03-15 22:22:25,Desktop,East,Organic,Fashion,0.0,Yes
USR00045,USR00045_SES0_f17ad,Returning,Browse,2026-03-31 18:45:32,Desktop,West,Email,Sports,0.0,No
USR00045,USR00045_SES0_f17ad,Returning,Add to Cart,2026-03-31 18:47:32,Desktop,West,Email,Sports,0.0,No
USR00045,USR00045_SES0_f17ad,Returning,Checkout,2026-03-31 18:52:32,Desktop,West,Email,Sports,0.0,No
USR00045,USR00045_SES1_0a950,Returning,Browse,2026-04-02 05:45:32,Tablet,South,Social Media,Fashion,0.0,No
USR00045,USR00045_SES1_0a950,Returning,Add to Cart,2026-04-02 05:47:32,Tablet,South,Social Media,Fashion,0.0,No
USR00045,USR00045_SES1_0a950,Returning,Checkout,2026-04-02 05:53:32,Tablet,South,Social Media,Fashion,0.0,No
USR00046,USR00046_SES0_47b6c,New,Browse,2026-04-03 19:41:49,Tablet,South,Email,Sports,0.0,No
USR00046,USR00046_SES0_47b6c,New,Add to Cart,2026-04-03 19:46:49,Tablet,South,Email,Sports,0.0,No
USR00046,USR00046_SES1_2ca0c,New,Browse,2026-04-04 04:41:49,Desktop,South,Social Media,Electronics,0.0,Yes
USR00047,USR00047_SES0_b8e93,New,Browse,2026-04-04 01:15:21,Desktop,East,Social Media,Electronics,0.0,Yes
USR00048,USR00048_SES0_8843c,Returning,Browse,2026-03-17 07:59:50,Mobile,South,Email,Sports,0.0,No
USR00048,USR00048_SES0_8843c,Returning,Add to Cart,2026-03-17 08:04:50,Mobile,South,Email,Sports,0.0,No
USR00048,USR00048_SES0_8843c,Returning,Checkout,2026-03-17 08:09:50,Mobile,South,Email,Sports,0.0,No
USR00048,USR00048_SES1_bdce5,Returning,Browse,2026-03-17 14:59:50,Mobile,North,Email,Sports,0.0,No
USR00048,USR00048_SES1_bdce5,Returning,Add to Cart,2026-03-17 15:04:50,Mobile,North,Email,Sports,0.0,No
USR00048,USR00048_SES1_bdce5,Returning,Checkout,2026-03-17 15:06:50,Mobile,North,Email,Sports,0.0,No
USR00048,USR00048_SES1_bdce5,Returning,Purchase,2026-03-17 15:08:50,Mobile,North,Email,Sports,915.21,No
USR00049,USR00049_SES0_39927,New,Browse,2026-03-26 03:21:04,Desktop,South,Google Ads,Beauty,0.0,No
USR00049,USR00049_SES0_39927,New,Add to Cart,2026-03-26 03:26:04,Desktop,South,Google Ads,Beauty,0.0,No
USR00049,USR00049_SES1_30ebb,New,Browse,2026-03-28 02:21:04,Tablet,West,Google Ads,Beauty,0.0,Yes
USR00049,USR00049_SES2_07d75,New,Browse,2026-03-29 04:21:04,Mobile,West,Social Media,Sports,0.0,Yes
USR00050,USR00050_SES0_057ea,Returning,Browse,2026-03-17 14:07:38,Mobile,West,Social Media,Fashion,0.0,No
USR00050,USR00050_SES0_057ea,Returning,Add to Cart,2026-03-17 14:11:38,Mobile,West,Social Media,Fashion,0.0,No
USR00051,USR00051_SES0_55cd2,Returning,Browse,2026-04-04 08:47:15,Tablet,South,Social Media,Beauty,0.0,No
USR00051,USR00051_SES0_55cd2,Returning,Add to Cart,2026-04-04 08:51:15,Tablet,South,Social Media,Beauty,0.0,No
USR00051,USR00051_SES1_0e8da,Returning,Browse,2026-04-06 04:47:15,Tablet,North,Social Media,Home,0.0,No
USR00051,USR00051_SES1_0e8da,Returning,Add to Cart,2026-04-06 04:49:15,Tablet,North,Social Media,Home,0.0,No
USR00052,USR00052_SES0_b17fd,Returning,Browse,2026-03-27 19:46:30,Desktop,West,Social Media,Home,0.0,No
USR00052,USR00052_SES0_b17fd,Returning,Add to Cart,2026-03-27 19:50:30,Desktop,West,Social Media,Home,0.0,No
USR00052,USR00052_SES1_7dd7b,Returning,Browse,2026-03-29 18:46:30,Tablet,South,Organic,Beauty,0.0,Yes
USR00053,USR00053_SES0_6c026,New,Browse,2026-03-17 07:31:59,Desktop,West,Social Media,Sports,0.0,No
USR00053,USR00053_SES0_6c026,New,Add to Cart,2026-03-17 07:34:59,Desktop,West,Social Media,Sports,0.0,No
USR00054,USR00054_SES0_b9cff,New,Browse,2026-03-23 05:26:11,Tablet,East,Organic,Sports,0.0,No
USR00054,USR00054_SES0_b9cff,New,Add to Cart,2026-03-23 05:29:11,Tablet,East,Organic,Sports,0.0,No
USR00054,USR00054_SES0_b9cff,New,Checkout,2026-03-23 05:34:11,Tablet,East,Organic,Sports,0.0,No
USR00054,USR00054_SES0_b9cff,New,Purchase,2026-03-23 05:38:11,Tablet,East,Organic,Sports,1575.14,No
USR00055,USR00055_SES0_734f7,New,Browse,2026-03-30 03:20:51,Desktop,South,Google Ads,Sports,0.0,Yes
USR00055,USR00055_SES1_4958e,New,Browse,2026-03-31 21:20:51,Desktop,East,Social Media,Beauty,0.0,Yes
USR00055,USR00055_SES2_dcb2c,New,Browse,2026-04-01 08:20:51,Tablet,West,Email,Electronics,0.0,Yes
USR00056,USR00056_SES0_150e9,New,Browse,2026-03-17 18:00:26,Tablet,South,Organic,Sports,0.0,No
USR00056,USR00056_SES0_150e9,New,Add to Cart,2026-03-17 18:02:26,Tablet,South,Organic,Sports,0.0,No
USR00056,USR00056_SES1_39384,New,Browse,2026-03-19 16:00:26,Tablet,East,Organic,Home,0.0,No
USR00056,USR00056_SES1_39384,New,Add to Cart,2026-03-19 16:02:26,Tablet,East,Organic,Home,0.0,No
USR00056,USR00056_SES1_39384,New,Checkout,2026-03-19 16:04:26,Tablet,East,Organic,Home,0.0,No
USR00057,USR00057_SES0_575d9,Returning,Browse,2026-03-30 17:46:34,Desktop,South,Google Ads,Fashion,0.0,No
USR00057,USR00057_SES0_575d9,Returning,Add to Cart,2026-03-30 17:49:34,Desktop,South,Google Ads,Fashion,0.0,No
USR00057,USR00057_SES1_a6c10,Returning,Browse,2026-04-01 02:46:34,Desktop,North,Google Ads,Sports,0.0,Yes
USR00057,USR00057_SES2_ae86f,Returning,Browse,2026-04-01 10:46:34,Tablet,North,Social Media,Fashion,0.0,Yes
USR00058,USR00058_SES0_70c17,Returning,Browse,2026-03-14 08:43:14,Mobile,East,Email,Beauty,0.0,No
USR00058,USR00058_SES0_70c17,Returning,Add to Cart,2026-03-14 08:49:14,Mobile,East,Email,Beauty,0.0,No
USR00058,USR00058_SES1_669a2,Returning,Browse,2026-03-16 08:43:14,Desktop,North,Email,Beauty,0.0,No
USR00058,USR00058_SES1_669a2,Returning,Add to Cart,2026-03-16 08:48:14,Desktop,North,Email,Beauty,0.0,No
USR00058,USR00058_SES1_669a2,Returning,Checkout,2026-03-16 08:50:14,Desktop,North,Email,Beauty,0.0,No
